Pc1.A,Pc1.R,Pc1.N,Pc1.D,Pc1.C,Pc1.E,Pc1.Q,Pc1.G,Pc1.H,Pc1.I,Pc1.L,Pc1.K,Pc1.M,Pc1.F,Pc1.P,Pc1.S,Pc1.T,Pc1.W,Pc1.Y,Pc1.V,Pc2.Hydrophobicity.1,Pc2.Hydrophilicity.1,Pc2.Hydrophobicity.2,Pc2.Hydrophilicity.2,Pc2.Hydrophobicity.3,Pc2.Hydrophilicity.3,Pc2.Hydrophobicity.4,Pc2.Hydrophilicity.4,Pc2.Hydrophobicity.5,Pc2.Hydrophilicity.5,Pc2.Hydrophobicity.6,Pc2.Hydrophilicity.6,Pc2.Hydrophobicity.7,Pc2.Hydrophilicity.7,Pc2.Hydrophobicity.8,Pc2.Hydrophilicity.8,Pc2.Hydrophobicity.9,Pc2.Hydrophilicity.9,Pc2.Hydrophobicity.10,Pc2.Hydrophilicity.10,Pc2.Hydrophobicity.11,Pc2.Hydrophilicity.11,Pc2.Hydrophobicity.12,Pc2.Hydrophilicity.12,Pc2.Hydrophobicity.13,Pc2.Hydrophilicity.13,Pc2.Hydrophobicity.14,Pc2.Hydrophilicity.14,Pc2.Hydrophobicity.15,Pc2.Hydrophilicity.15,Pc2.Hydrophobicity.16,Pc2.Hydrophilicity.16,Pc2.Hydrophobicity.17,Pc2.Hydrophilicity.17,Pc2.Hydrophobicity.18,Pc2.Hydrophilicity.18,Pc2.Hydrophobicity.19,Pc2.Hydrophilicity.19,Pc2.Hydrophobicity.20,Pc2.Hydrophilicity.20,Pc2.Hydrophobicity.21,Pc2.Hydrophilicity.21,Pc2.Hydrophobicity.22,Pc2.Hydrophilicity.22,Pc2.Hydrophobicity.23,Pc2.Hydrophilicity.23,Pc2.Hydrophobicity.24,Pc2.Hydrophilicity.24,Pc2.Hydrophobicity.25,Pc2.Hydrophilicity.25,Pc2.Hydrophobicity.26,Pc2.Hydrophilicity.26,Pc2.Hydrophobicity.27,Pc2.Hydrophilicity.27,Pc2.Hydrophobicity.28,Pc2.Hydrophilicity.28,Pc2.Hydrophobicity.29,Pc2.Hydrophilicity.29,Pc2.Hydrophobicity.30,Pc2.Hydrophilicity.30,Class
28.17249395,13.08008648,9.055444484,13.08008648,5.030802491,18.11088897,22.13553096,25.15401246,6.036962989,11.06776548,45.27722242,10.06160498,7.043123488,6.036962989,16.09856797,26.16017295,16.09856797,3.018481495,11.06776548,18.11088897,0.000596549,0.002881741,-0.000621162,0.002364775,0.006413526,0.005912431,0.009249819,0.005778755,0.000191339,0.000420622,0.000438908,0.002999722,0.003905368,0.001542115,-0.002854781,-0.004600827,0.001842616,-3.47E-05,-0.000236098,-0.000881206,-0.000163577,0.000202293,8.41E-05,-0.000452711,0.001472479,-0.000706746,-0.003831845,-0.000641785,0.000497902,0.000367847,0.000469543,-0.002736172,-0.00141507,-0.001026914,0.001330451,0.000535302,-0.001118552,0.000787782,0.002651418,-0.000993841,-0.001847389,-0.002429338,-0.000219329,0.001596651,-0.002139343,-0.004211439,-0.002594835,-0.002792234,-0.001851653,-0.003733763,-0.001621576,0.000257541,-0.000945586,-0.002083941,-0.005355311,-0.004803044,0.000499301,-0.001978821,9.68E-05,-0.000624663,extracell
35.07654265,23.70036666,13.27220533,15.16823466,9.480146662,35.07654265,13.27220533,33.18051332,8.532131996,16.11624933,41.71264531,7.58411733,9.480146662,9.480146662,13.27220533,20.85632266,18.96029332,9.480146662,6.636102664,20.85632266,-0.000740351,0.002351803,0.000928766,-0.000157583,0.003230243,0.003688613,-1.55E-05,-0.00091421,-0.000432827,-3.56E-05,-0.006143135,-0.001831236,0.001363311,0.002372153,-0.002832966,-0.000973489,-0.00232456,0.002053715,0.000698329,0.00213357,0.005338431,0.004625583,0.005063738,0.001555157,0.000285184,0.001448009,0.002814742,0.002083708,0.001694556,0.003436491,-0.000925906,-0.000145045,0.002383411,-0.000429414,0.002668253,0.004952464,-0.002097415,-0.000813719,-0.002687627,0.000719066,-7.91E-05,0.001059044,0.000577034,0.003237683,0.003133002,0.001413865,-0.00181439,0.000131514,0.002177888,0.003273562,-0.00146298,0.002694993,-0.00366475,0.001597692,0.003005409,0.002173606,0.003319185,0.003184815,-0.003363158,-0.002998253,extracell
150.8304514,161.8913512,131.7252609,170.9411782,357.970938,164.9079602,107.5923887,345.9045019,78.43183473,72.39861667,191.0519051,40.22145371,38.21038102,108.597925,177.9799326,170.9411782,146.808306,19.10519051,55.30449885,133.7363336,-0.003444366,-0.002092816,0.000132043,0.001513414,-0.000967416,0.001513586,-0.000664538,0.000851971,-0.002583329,-0.002209653,0.001020057,0.003228669,-0.001137781,1.44E-06,-0.000882229,0.001140507,0.000511709,0.000489919,0.00057065,0.000720184,-0.000552803,-0.00251119,-0.00207902,0.000762977,0.00036404,0.00028778,0.000356427,-5.61E-05,-0.000667923,0.000476099,-5.45E-05,-9.94E-06,0.000568068,0.001416537,0.000478577,0.000588693,-0.000901024,-0.001435139,4.04E-05,-0.001036443,-0.000989245,0.000223467,5.40E-06,-0.000636626,-0.00063996,-0.001174083,0.000728519,0.001037028,8.42E-05,0.000750198,-0.000128332,0.000133959,0.000401017,0.000851661,-0.000938448,-0.000559758,0.000737629,0.000372443,-0.000270264,0.000727386,extracell
55.94922914,44.75938331,34.58679619,26.4487265,13.22436325,33.56953748,23.39695037,55.94922914,15.25888067,8.138069692,136.3126673,10.17258712,2.034517423,23.39695037,36.62131362,38.65583104,17.2933981,9.155328404,7.120810981,23.39695037,-0.003845021,-0.003765428,-0.005217133,-0.005092484,0.005206874,0.003118204,-0.00722161,-0.005580149,0.001465355,0.003173437,-0.001686601,-0.001338325,0.003113252,-0.00026861,0.003660919,0.004913437,-0.005545537,-0.004862063,0.000900184,-0.0010519,-0.001912124,0.001183672,-0.003699866,-0.004343718,-0.001568797,-0.001181672,-0.000352653,-0.000385492,0.000462586,0.000105475,0.005074528,0.003983632,-0.000217864,-0.002307742,-0.005556932,-0.00473152,0.005841603,0.005026473,-0.008174891,-0.005328387,0.005927564,0.004615548,-0.003408418,-0.003768416,-0.004805903,-0.004036137,0.019110712,0.013185988,-0.002338409,-0.002840629,0.001042318,-0.000945158,0.005306699,0.004223496,-0.008137791,-0.00577903,0.003226944,0.003198724,-0.001787786,-0.001242139,extracell
8.362083001,2.787361,0.929120333,3.716481334,3.716481334,6.503842334,4.645601667,0.929120333,0,4.645601667,12.07856434,5.574722001,4.645601667,1.858240667,4.645601667,9.291203335,5.574722001,0,0.929120333,3.716481334,-0.000452322,-0.002323462,-0.007339252,-0.005882942,0.00393426,0.005265383,0.010807588,0.011568563,-0.00540374,-0.005059367,-0.011502711,-0.004939345,0.0067164,0.010110655,0.002387394,0.002146108,0.002808789,0.003157854,-0.002833137,0.000320658,0.013301916,0.012424134,0.00174854,9.95E-05,-0.004348897,-0.003238692,-0.001255992,-0.003796859,0.003274379,0.008850666,0.001436255,0.003220818,-0.006500705,-0.004987623,0.009998364,0.005750397,0.002150379,0.00453319,0.003475133,0.008932925,-0.002578114,-0.000623414,-0.001205496,-8.97E-05,0.00143417,-0.000116641,0.001811546,0.002491612,-0.003873162,0.002067366,-0.004237578,-0.002473349,0.010547463,0.005407544,-0.004291265,-7.58E-05,-0.003595935,-0.002089179,0.001678547,0.002135793,extracell
16.52004126,5.506680422,2.753340211,4.588900351,5.506680422,10.09558077,7.342240562,14.68448112,4.588900351,10.09558077,20.19116155,7.342240562,8.260020632,3.671120281,13.76670105,12.84892098,7.342240562,0,6.424460492,19.27338148,0.006256108,0.000764402,0.005496312,0.00254623,-0.000931099,-0.002678219,0.004860903,0.003711157,0.004176658,0.002054612,0.004456247,0.000709044,0.005867525,0.004244002,0.002492885,0.000753095,0.004504865,0.003247432,0.004862457,0.002557469,0.002444936,0.002354354,0.000523724,0.000484585,0.000977001,0.001217876,0.008515479,0.004918426,0.003321595,0.002126277,-0.001619191,-0.002308075,0.000441969,-0.001438616,0.003886848,-0.000169759,-2.83E-05,-0.001671671,0.002130716,0.00103378,0.001547121,-0.001788588,-0.000756538,-0.00173374,-0.001301249,-0.001960245,0.003609149,0.001135505,-7.53E-06,-0.002106498,-0.001498165,-0.004947105,0.001276377,-0.004028763,0.00918087,0.004419599,0.001609719,-0.002566025,-0.002743243,-0.00221472,extracell
27.04772373,23.44136056,3.606363164,7.212726328,3.606363164,14.42545266,11.72068028,18.93340661,4.507953955,4.507953955,34.26045006,4.507953955,0.901590791,6.311135537,14.42545266,16.22863424,7.212726328,1.803181582,6.311135537,13.52386186,0.003197924,0.003832139,0.009000655,0.0054437,0.009904621,0.007420914,0.005756963,0.004312155,0.006947124,0.005105599,0.008374037,0.004777281,0.000457277,0.004975207,0.006477669,0.003118214,-0.002403313,-0.001546621,0.002257381,0.004522031,0.002564574,0.002843483,0.007216573,0.003191401,-0.002644121,0.002325395,0.003651854,0.003548013,-0.003666425,0.000568031,-0.004225785,-0.000370137,0.001071083,1.30E-05,-0.000199636,0.000903458,-0.002186161,-0.001832683,-0.001612196,0.000666099,-0.002387549,-0.000774142,-0.000601932,0.003830186,0.002290813,0.005520961,-0.002090908,-0.002413521,0.001053067,0.001224648,-0.003928667,-0.003232335,-0.002840827,-0.001189959,-0.002192229,0.001511408,0.002479764,0.001004088,-0.002258228,-0.000352157,extracell
11.48547789,7.656985259,7.656985259,6.699862102,5.742738944,13.3997242,7.656985259,12.44260105,5.742738944,8.614108416,20.0995863,7.656985259,5.742738944,9.571231574,11.48547789,11.48547789,11.48547789,2.871369472,6.699862102,5.742738944,0.00063175,0.003142372,0.0020145,0.00340757,-0.003996593,0.002054941,0.005044346,0.002309689,-0.006733988,-0.003657115,0.007790517,0.007282604,0.003455167,0.004531798,0.004192362,0.001432371,0.00032477,-0.002985464,0.004446721,0.002287229,-0.003007291,-0.00269279,-0.00616533,-0.003772844,0.005270622,0.002125207,0.000711795,-0.002799647,-0.002726254,-0.002359581,-0.004678344,-0.000459693,0.002300464,0.000365632,-0.001549967,-0.001433706,0.001114237,0.001565009,-0.003576888,-0.000884455,0.006502844,0.006870327,0.000406703,0.001510343,0.003648764,0.002779242,-0.000810789,0.00105177,-0.003850138,-0.005937525,-0.00659955,-0.002306669,0.013858495,0.005933319,-0.003006224,-0.002080462,0.00555405,0.004629581,0.00082531,-0.000424271,extracell
8.893121371,4.940622984,0.988124597,0,4.940622984,4.940622984,1.976249193,2.96437379,2.96437379,6.916872177,6.916872177,5.92874758,1.976249193,4.940622984,0.988124597,0.988124597,1.976249193,0,0,1.976249193,0.009743878,0.002179223,0.016829057,0.013212916,-0.00636163,-0.004807173,0.002923421,0.000568348,0.018187167,0.008157339,0.004125988,-0.002712383,0.006719909,0.013074016,-0.016585494,-0.006826083,0.007217671,0.010493872,0.001530428,-0.004429066,0.014116714,0.008502875,-0.001234655,0.001543035,-0.000315518,0.002497591,-0.002482036,0.00823032,-0.004498768,-0.0039289,-0.000301254,0.003674591,-0.005741363,-0.003720869,-0.011620057,-0.000872013,-0.003448932,0.003440399,-0.002530021,-0.00575846,-0.001151947,-0.003800119,-0.00679797,-0.005421971,-0.016571589,-0.003000082,-0.000233021,0.003525216,-0.009831152,-0.003089945,0.006679235,-0.001275222,-0.011743862,-0.00966297,-0.007809035,-0.008507433,0.002829454,0.00505291,0.007351276,0.006539551,extracell
9.146743482,12.80544087,11.89076653,7.317394785,4.573371741,11.89076653,8.232069134,7.317394785,3.658697393,6.402720437,20.12283566,12.80544087,7.317394785,7.317394785,10.06141783,18.29348696,8.232069134,0.914674348,3.658697393,7.317394785,0.000150539,0.002133093,-0.009965851,-0.004208984,0.007428014,0.004272385,0.005450973,0.00417259,0.004490919,0.006642151,-1.55E-06,0.003600653,0.00256579,-0.000237043,0.009855212,0.008425944,-0.000309914,0.003968759,-0.001484934,0.001791786,0.00688748,0.004631118,0.005209592,0.004038361,-0.000788603,0.000943156,-0.000795053,0.000884667,0.001451715,0.002039679,0.011448159,0.009862813,-0.000210301,-0.000177456,-0.004510856,0.001100978,0.003733006,0.001517949,0.004367687,0.001997071,0.000209631,0.005788815,-0.000775223,-0.000614037,0.001950834,0.001221789,-0.003324,-0.001104554,-0.003518486,-0.000394156,0.001225935,0.004725755,0.001224241,-0.00086976,0.000623246,-0.004297711,-0.00694282,-0.004861136,-0.005698153,-0.001616253,extracell
4.216898712,9.277177166,6.747037939,5.903658197,4.216898712,8.433797424,7.590417681,4.216898712,5.060278454,8.433797424,11.80731639,11.80731639,4.216898712,5.060278454,6.747037939,12.65069614,5.060278454,0.843379742,1.686759485,6.747037939,0.004433526,0.003840916,-0.002580773,-0.003317412,0.003276384,0.005194384,0.011988356,0.010410464,0.001080903,0.000740305,-0.001443426,-0.00093063,0.000927598,0.004491277,0.005140119,0.003859983,-0.002266172,0.001534696,0.001658061,-0.002830995,0.004676185,0.003447103,0.0069808,0.007438928,0.000964572,0.002087821,0.002071358,-0.003229328,0.002224232,0.006631384,0.00650476,0.004695837,-0.001093286,0.002533601,-0.004669895,-0.002213776,-0.006261143,6.08E-05,0.006734994,0.004611572,-2.65E-05,0.006054874,0.003091233,0.005701001,-0.002879253,-0.002038219,0.010809675,0.010219614,0.009223511,0.009216359,0.000609257,0.001790199,-0.003846714,0.002037732,0.001311834,0.003903498,-0.001236706,0.002313821,0.00522951,0.005731529,extracell
20.10376597,15.31715502,16.27447721,14.35983283,25.8476991,22.97573253,23.93305472,17.2317994,22.01841035,14.35983283,41.16485412,24.89037691,2.871966567,5.743933134,22.97573253,32.54895442,16.27447721,2.871966567,9.573221889,13.40251065,0.002166942,0.004164983,0.001580942,0.002273982,-0.001239095,0.000666366,0.001556891,0.000582833,0.000837192,0.001569752,0.001470642,0.000189179,0.003760761,0.001793844,0.000568423,0.000490562,0.002576699,0.00389565,-0.001385695,-0.000702479,-0.002243682,0.000336721,0.00225688,0.005389804,0.003288902,0.004002105,-0.000107217,0.000886,-0.002104074,-0.003636074,-0.005018681,-0.003445122,0.000290096,0.000246675,0.000342887,-0.00203921,0.001421135,0.000328643,0.001563338,0.002573172,-0.001192798,0.000959883,0.000529286,-0.000103682,0.000490508,-0.000292845,0.002231431,0.001431508,0.000788548,-0.001145832,0.002938485,0.0050245,0.002947256,0.003137778,-0.003476081,-0.003266655,0.000239582,0.001753074,-0.002479595,0.001012785,extracell
11.33857495,7.086609346,8.503931215,34.01572486,2.125982804,19.13384523,9.921253084,4.960626542,11.33857495,7.086609346,12.75589682,13.46455776,3.543304673,5.669287476,10.62991402,29.76375925,10.62991402,1.417321869,5.669287476,13.46455776,0.00151689,0.005563373,0.004030361,0.007208348,0.0049437,0.011058075,0.004036309,0.006826466,0.003380277,0.006525898,0.003590559,0.009612517,0.004976693,0.006352822,0.002833208,0.006528674,0.002916968,0.008992668,-0.000431465,0.005144051,0.003430662,0.007284404,0.002064696,0.009337339,0.003431353,0.008340968,0.001241514,0.004351286,0.003872955,0.009951613,0.003070034,0.006736836,0.001500785,0.00613299,0.002196608,0.011087807,0.002139544,0.005972041,0.00125506,0.002898416,0.002840436,0.008728308,0.00141928,0.005818563,0.000256087,0.00655517,0.005219187,0.009185184,-0.001316465,0.002697847,0.001791993,0.008674148,0.000849439,0.007402349,0.003593392,0.007222099,0.003388449,0.008235734,2.65E-05,0.00684803,extracell
